,DeviceId,Brand,Model
28084,7888694873678209431,Quality rice,3
28085,551948474031989240,Huawei,G520-0000
28086,-3485668935844679347,Huawei,荣耀畅玩4X
28087,-8321742335835788982,Xiaomi,MI 2S
28088,-8535194005010881497,Samsung,A788t
28089,-6996160946552092519,Samsung,Galaxy S5
28090,3492580848205329515,Samsung,Galaxy Note 3
28091,-5048245350761440383,Samsung,Galaxy Note 3
28092,-7198942946598470864,Coolpad,8729
28093,-1793990090883735786,Xiaomi,MI 2S
28094,4121824174118926934,vivo,X3L
28095,-2464540278963260894,vivo,Y20T
28096,-7232660955427881887,Samsung,Galaxy S3
28097,-7735163495814534978,Huawei,Ascend P7
28098,4619324520103784081,Nubian,Z9 mini
28099,761327285846903453,Huawei,荣耀3C
28100,-6310915475777396402,Samsung,Galaxy Note 2
28101,-8138774571936578406,Coolpad,大神F1
28102,-409421883684547634,Huawei,Ascend P7
28103,7164805842388938301,Samsung,Galaxy Note 3
28104,-5933300966039079341,Huawei,G610C
28105,-8183386587427336034,Samsung,Galaxy Note 3
28106,-6436797099597890222,Samsung,Galaxy Grand 2
28107,-4749205691526739978,OPPO,R1S
28108,2559012660850012377,Huawei,荣耀4A
28109,-3950774220209952924,Xiaomi,MI 4
28110,-6673533546985050451,Nubian,Z5S
28111,4219268517457582974,Samsung,Galaxy Note 2
28112,-1993934078696263283,Samsung,A789
28113,-6723936805271123053,vivo,Xplay
28114,347753157502768291,Huawei,荣耀6
28115,3364560643086978530,Samsung,Galaxy S2
28116,6430444873396163487,Mola,S9
28117,-8693200357747581583,Huawei,荣耀6
28118,3077466251513375061,Samsung,Galaxy S3
28119,-8939174563282418503,Samsung,Galaxy Note 3
28120,2746476355143991152,Huawei,Y511-T00
28121,6650927492216136143,Xiaomi,MI 2
28122,-3579248952428552443,Xiaomi,MI 4
28123,6347302269763010619,vivo,X3L
28124,2263610742684968459,Nubian,Z7 Mini
28125,1650980040822587318,Samsung,Galaxy Note 3
28126,-4103485518765038565,Samsung,Galaxy Mega 5.8
28127,9043155592066740699,Huawei,荣耀3C
28128,-8592573651764821322,Huawei,荣耀3X畅玩版
28129,6496494771659415168,Xiaomi,MI 2S
28130,855184227669468629,Huawei,荣耀6
28131,4510616171491473649,OPPO,Find 7
28132,5400174615657069930,Samsung,Galaxy Note 3
28133,-2761479742115006168,Samsung,Galaxy Core Lite
28134,-7435527750825087461,HTC,T528d
28135,-5430714466420558880,Samsung,A320t
28136,-8548626011730513103,HTC,Desire 816
28137,-7546876986835746298,vivo,X3T
28138,8301699946441574312,vivo,Xperia Z
28139,6567997420574050368,Xiaomi,红米
28140,-7964087104026636115,Xiaomi,MI 2S
28141,-7286621302721074959,Huawei,G730-T00
28142,-4664097197904771549,Huawei,荣耀3X
28143,5421479341408683774,vivo,Xplay
28144,-7910175586992168994,Xiaomi,红米note
28145,4164263332525951249,Samsung,Galaxy S4
28146,3335829965588744622,Coolpad,5891Q
28147,-7285991714618841836,Samsung,Galaxy S4
28148,-9051692488935952532,One plus,One
28149,-1294097274459756154,OPPO,R7 Plus
28150,1225099033030028459,Xiaomi,MI 2S
28151,-6100940162978836442,Samsung,A850
28152,-1906081829099736481,Samsung,Galaxy S3
28153,-2610987175694177220,Xiaomi,红米note增强版
28154,-6633252998374992796,Samsung,Galaxy Mega 5.8
28155,2907112127702652290,OPPO,6607
28156,5215739282855703593,Samsung,Galaxy Grand 2
28157,-8416158623902953237,TCL,P520L
28158,4929571508289548457,Vimi,P8
28159,7106533894475018295,Huawei,Ascend G700T
28160,4120929051400684101,Coolpad,8705
28161,3575108459582075357,Samsung,S7568
28162,-4082227942890751469,Samsung,Galaxy Note 3
28163,7942919772422932759,vivo,X5L
28164,-7998763593579766984,Xiaomi,红米note
28165,7856679572435333590,Xiaomi,MI 3
28166,-7710915119668209767,Xiaomi,MI 4
28167,-809185141858411671,Xiaomi,红米
28168,-6200149703479115978,Xiaomi,MI 4
28169,7174709370431772580,Huawei,Mate 7
28170,6907748615991202169,vivo,X710L
28171,7470322622568926397,Samsung,Galaxy R
28172,-3465926353287964500,Huawei,荣耀3C
28173,1028677483498403685,Coolpad,大神F1
28174,3749101944882757775,Huawei,荣耀6
28175,3526840225590786470,Xiaomi,MI 3
28176,-9189729735194671691,vivo,Y13
28177,1363380990498141783,Xiaomi,红米note
28178,-4956334778296153209,Xiaomi,MI 2S
28179,-469962076559509160,Coolpad,8730L
28180,6920370345335371763,Huawei,荣耀3C
28181,7000755147223975409,vivo,Xperia Z1
28182,-8879972075568967700,Huawei,荣耀3C畅玩版
28183,9085951900284054487,Xiaomi,MI 3
28184,6936949576827916799,Huawei,X1 7.0
28185,-603774875040636602,Huawei,荣耀6
28186,-2334608009642450868,Samsung,A820t
28187,-8825886058124894671,Samsung,Galaxy Note 2
28188,-666938450764881395,vivo,Y27
28189,6185941339283557608,Samsung,Galaxy S4
28190,-8603744601454035760,Samsung,Galaxy Note 3
28191,7786229878932521393,Samsung,Galaxy Note 2
28192,157087291689855449,Xiaomi,红米note
28193,5356915077246789389,Samsung,Galaxy S5
28194,-6346850416963517356,Xiaomi,红米
28195,5909852774776896076,Huawei,Ascend G6
28196,3206375201168279031,Xiaomi,红米note
28197,9139307496306295050,Meizu,MX3
28198,-4829711162066503076,Coolpad,大神F1
28199,4795302975942085861,Huawei,荣耀畅玩4C
28200,-8003112597037962537,Samsung,Galaxy Grand Prime
28201,356805775177717691,Samsung,Galaxy Note 4
28202,-5042010361357943054,Xiaomi,MI 3
28203,74422312220134224,Samsung,Galaxy S5
28204,-7693222840161961584,vivo,X3L
28205,2342147755571303152,Xiaomi,红米1S
28206,-7675389737464097589,Vimi,P8
28207,-5319135895654723883,Samsung,Galaxy S2
28208,5569875936658743922,Huawei,G730-T00
28209,1026809348871064138,Samsung,Galaxy S4
28210,1508810997223164529,Huawei,荣耀3C畅玩版
28211,-4382328915529245741,Huawei,荣耀畅玩4C
28212,-6908831760426519964,Huawei,荣耀3C
28213,4518742213192340734,Xiaomi,红米1S
28214,-6499838853200383748,Dove,T35
28215,-2831544170488235875,HTC,One E8
28216,7236663065171992662,Xiaomi,红米note
28217,-4909316833771658756,OPPO,Find 5
28218,-2510735448043269465,Coolpad,大神F1
28219,2659497934059884424,Samsung,VIBE X2
28220,-9084591416718479475,hammer,T1
28221,3249459585856593551,Xiaomi,红米note
28222,3112198833518912639,Coolpad,F2
28223,8732716319029412447,Xiaomi,红米
28224,-2598396113499339904,Xiaomi,红米1S
28225,4614501649961248589,Meizu,MX4
28226,-7054367090355253339,Xiaomi,MI 4
28227,-9140013636518081016,Xiaomi,X805
28228,-8353592337947874466,Samsung,Galaxy S4
28229,5480523747861547125,Lenovo,V955
28230,-1799102761557166076,Xiaomi,MI 2S
28231,-4540281663090394192,Samsung,Galaxy Note 3
28232,3078125098164832636,Xiaomi,红米note增强版
28233,-5402371144557889543,Samsung,A680
28234,6588287214961767693,Huawei,荣耀3C
28235,4371777645929856521,Xiaomi,MI 4
28236,6477382270056829741,Samsung,Galaxy S4
28237,-6416643483634542513,One plus,One
28238,2841146712137689573,HTC,M8St
28239,8120716196246528244,hammer,T1
28240,3098311932166707695,Huawei,荣耀3C
28241,5121355371439780876,Samsung,黄金斗士A8
28242,1774480525462719370,Samsung,Galaxy S2
28243,404370736191923559,Coolpad,8017-T00
28244,7307915610732339838,Samsung,Galaxy Note 2
28245,1998827839104670585,Samsung,Galaxy S4
28246,-5386049915853605970,vivo,Y17T
28247,-1142636711281662420,Huawei,荣耀3X畅玩版
28248,-558812497213088034,Huawei,荣耀6
28249,-1314848437508623219,Motorola,XT1033
28250,4630073697404643918,Coolpad,F2
28251,475811513950619629,Samsung,Galaxy S3
28252,2124701335165491185,Samsung,Galaxy Note 3
28253,1980132509681560527,Xiaomi,MI 2S
28254,-7693817974868256195,Samsung,K860i
28255,-7695069206765721861,Meizu,MX2
28256,-1488095649605583912,OPPO,R1S
28257,5927878699497286753,Eppel,iPh-800
28258,-1438495210756671488,Samsung,Galaxy S5
28259,-8451023874076051079,Samsung,Galaxy S4
28260,-4970222711813661324,Huawei,荣耀3X畅玩版
28261,8796722915484843195,Xiaomi,MI 2S
28262,-7558649507117345005,Samsung,Galaxy Tab 2 P3100
28263,-7055261158970746192,Xiaomi,MI 2
28264,5850256535500238675,Xiaomi,MI 2S
28265,-6904065442736358591,vivo,S9
28266,4464331155436080941,Huawei,HN3-U01
28267,8926301912230449246,Samsung,Galaxy S4
28268,-2344146854628021451,Xiaomi,MI 2S
28269,4434989391095324365,Samsung,Galaxy S3
28270,-1459124981034100018,One plus,One
28271,-6072126131729622298,Samsung,Galaxy Note 2
28272,3102057860446227932,Samsung,Galaxy S2
28273,7218984997763944750,Samsung,Galaxy Note 2
28274,-7481257557424090697,Xiaomi,MI 3
28275,-6389789511844356178,Huawei,Ascend P6
28276,524532987039413309,Xiaomi,红米2A
28277,-5315143790964397445,Xiaomi,MI 4
28278,9222849349208140841,Xiaomi,红米2A
28279,-4209013113298330970,Samsung,A708t
28280,-5982321512719182357,Samsung,Galaxy Style DUOS
28281,6795232839698622964,Samsung,Galaxy Note 2
28282,-7737822648596832517,Xiaomi,MI 2
28283,-3914808850207346881,Samsung,Galaxy Mega 5.8
28284,-8808539566779953396,Xiaomi,MI 4
28285,2579239964658597359,Samsung,Galaxy S3
28286,-1298569001643906219,HTC,One
28287,-5820282116591189520,vivo,Xperia Z1
28288,-7002489326446454579,Samsung,Galaxy Grand 2
28289,-7496467986183585953,Nubian,Z5S Mini
28290,-1711926040602445692,Quality rice,3
28291,2361023653350055536,Xiaomi,MI 2S
28292,5620718665222708037,Samsung,Galaxy Style DUOS
28293,8913048668031289211,HTC,Sensation XE with Beats Audio Z715e
28294,1599187184391919748,Xiaomi,红米1S
28295,5703540261836883876,Samsung,Galaxy S4
28296,4165466851469190740,Samsung,Galaxy Win
28297,2737569108133221147,Huawei,荣耀3X
28298,6306764469292716089,Huawei,G610T
28299,4336921474555880762,Xiaomi,红米
28300,-2458398424579837823,Coolpad,F2
28301,-3512560832555327527,Xiaomi,红米1S
28302,5295727074975263556,Xiaomi,MI 3
28303,8503562951090045344,Xiaomi,MI 4
28304,5730165107950818826,Xiaomi,红米note增强版
28305,3145649548720073831,Xiaomi,红米note增强版
28306,-150345202253366112,Xiaomi,红米
28307,8712294427247713176,Samsung,Galaxy S4
28308,4737428035053268002,Samsung,Galaxy S3
28309,7741151194547459231,vivo,X3L
28310,-7192251825933631392,Samsung,Galaxy Note 2
28311,-904086202330181211,Samsung,Galaxy A5
28312,8198131517834859637,Xiaomi,红米2A
28313,4487243777869719616,Xiaomi,红米note
28314,2784849792271476698,Xiaomi,MI 2S
28315,4422090580119777732,Samsung,2016版 Galaxy A7
28316,-3750103569643759766,Green orange,N1-Y
28317,3344501445859036052,Lenovo,U817
28318,-7944792375759424570,Samsung,乐檬K3 Note
28319,-369292203062023998,Samsung,Galaxy Note 2
28320,-5019496702334042110,Samsung,Galaxy Core 4G
28321,-4477976218669875360,Samsung,S7568
28322,-5903936466073176345,Samsung,Galaxy Win
28323,-6269363482842960450,Samsung,Galaxy Note 3
28324,-838282031375157477,vivo,X5L
28325,8418550075947015566,Coolpad,大神F1
28326,5016034799620345664,Samsung,Galaxy S3
28327,8012710953286953219,Coolpad,大神F1
28328,-6200616715084698910,Motorola,XT910
28329,-2614771248753058008,OPPO,N1 Mini
28330,-8600956854184382228,Samsung,I8268
28331,-4655675812927533738,Huawei,荣耀6
28332,-3384909018785921271,Xiaomi,红米note
28333,6001067872353773979,Coolpad,大神F1
28334,-3924269410900642846,Xiaomi,红米note
28335,5711008498308842253,Samsung,Galaxy S5
28336,-8386661297610068668,Huawei,HN3-U01
28337,-7116781811638407343,Samsung,Galaxy Win
28338,-8648296780626967001,Xiaomi,红米note
28339,7837189599152975347,Coolpad,5891
28340,342481332974791054,HTC,Desire 816
28341,-4642346359787978880,Samsung,S880i
28342,-1601588113418265513,vivo,X710L
28343,1138515933350154681,hammer,T1
28344,-5172312214021158324,Meizu,MX3
28345,-2531547329715955833,Samsung,Galaxy Note 3
28346,-4178825690356128739,Xiaomi,红米1S
28347,8300168861935451694,Xiaomi,红米1S
28348,-4264622781921644082,Xiaomi,红米1S
28349,5393357899243691862,Quality rice,UIMI3
28350,8977416516801420127,Xiaomi,MI 3
28351,1914601862578999932,Coolpad,大神F1
28352,-8537198717728481902,Samsung,Galaxy S3
28353,-891997315347780242,Samsung,S850
28354,2855705017905497855,Quality rice,R1
28355,4213935686565829324,Coolpad,大神F1
28356,6856858434335341282,Obersin,IVO 6655
28357,7743657805386464408,Xiaomi,MI 2S
28358,46125435119331303,Huawei,荣耀3C
28359,1614513619151516052,Xiaomi,红米note
28360,-2890801320057483521,Samsung,Galaxy Trend 3
28361,8014789170912241003,Xiaomi,MI 4
28362,-5533526365964540086,Huawei,荣耀6
28363,2234769840884171384,Hisense,EG980
28364,-5257374237788992306,Samsung,Galaxy S4
28365,-6999490193511326428,vivo,X6
28366,5740779977516956951,Samsung,Galaxy Grand 2
28367,-9021919762378037352,Samsung,Galaxy S4
28368,-8778757166873552484,Xiaomi,V188S
28369,-4983128587832600497,vivo,Xperia Z1
28370,-4077754859630827708,OPPO,R3
28371,145825440295427737,Huawei,荣耀6
28372,-7771790651885091337,Samsung,Galaxy Note 3
28373,-8946201181432264771,Samsung,Galaxy Note 3
28374,-1992420576165210316,vivo,Y3T
28375,-6659259338566357093,Huawei,荣耀6
28376,8592154700165920997,OPPO,R831S
28377,-7677537589091817605,Xiaomi,红米1S
28378,5993872437289237993,Meizu,MX2
28379,4464344421651215264,Huawei,Ascend P6
28380,-2572093634776998684,Huawei,Ascend P7
28381,205543215932520098,Xiaomi,红米note
28382,-7042703852309033231,Samsung,Galaxy Note 3
28383,-56873089750678105,Samsung,A708t
28384,6186610065854438941,Huawei,Mate 7
28385,-7684422222220992272,Samsung,Galaxy Note 3
28386,-9114376683331736894,Coolpad,5360
28387,7780826786310170588,Huawei,荣耀3C
28388,8103207933760400631,Huawei,荣耀3X畅玩版
28389,4449923850602728160,vivo,Xperia Z1
28390,-7144234901053340921,Xiaomi,MI 3
28391,-568880209166164323,Huawei,荣耀3C
28392,-1976795648419406640,Samsung,A308t
28393,-6950819942741038874,Huawei,荣耀6 plus
28394,8134162001837369086,Samsung,Galaxy Grand 2
28395,7087689174569904815,Xiaomi,红米
28396,-8743163935346625403,Xiaomi,红米note
28397,-1101824230112261410,Samsung,A670t
28398,-2353497104168970920,Huawei,Mate 7
28399,6390716121611663712,Coolpad,7620l
28400,-3580018913186623424,OPPO,N1T
28401,-6563968582368132659,OPPO,R1S
28402,5345448892634532154,Coolpad,大神F1
28403,4629791163603668882,Huawei,C8815
28404,-1107134564750113140,Xiaomi,红米note
28405,-1685004362372931,Huawei,荣耀6
28406,-3767723543401654588,Huawei,G520-0000
28407,7260182360788748291,Huawei,荣耀6 Plus
28408,-4083126611399458364,Xiaomi,红米note
28409,-5312523767766032604,Xiaomi,MI 3
28410,443718457397588948,OPPO,R831S
28411,-3467577321916214278,Huawei,荣耀3X畅玩版
28412,-2853294834986725407,Xiaomi,MI 3
28413,-2511813007578233517,Samsung,A788t
28414,-7031295027182026756,Samsung,A670t
28415,-5012241942505258030,Huawei,G620-L75
28416,-4209090200826868119,Meizu,MX4
28417,-3898316522633267665,Meizu,MX3
28418,8598928017931436973,vivo,X3L
28419,-3683358254152911158,Xiaomi,红米Note2
28420,8802190789604941132,OPPO,Find 5
28421,-9148681194450467078,Coolpad,F2
28422,-6107105783519840658,Meizu,MX3
28423,4584578782677515002,Samsung,Galaxy Trend DUOS
28424,-6250173555434144606,Coolpad,F2
28425,2105560580137987232,Mige,210R
28426,-1172016501305380454,Huawei,C8816
28427,1923721874642487097,Xiaomi,红米note
28428,5768458219851685055,Samsung,Galaxy Grand 2
28429,7183293088909680855,Huawei,G620-L75
28430,1141990815491447737,Huawei,Ascend P7
28431,5242575818981789336,Xiaomi,MI 3
28432,-8414438433551008265,Huawei,Ascend P7
28433,-33861963566998453,Xiaomi,MI 2A
28434,-3220728218866147698,Xiaomi,MI 2
28435,4498884693865105684,vivo,Y17W
28436,7582446613436129021,Huawei,荣耀3C
28437,3901811990183281560,Samsung,Galaxy Grand DUOS
28438,-1640139666138923247,Xiaomi,红米note
28439,-7587987962712690310,Samsung,Galaxy Mega 5.8
28440,3344573576064827304,Xiaomi,红米note
28441,1027830028108491068,Samsung,Galaxy Note 3
28442,-527444865598259803,Huawei,Ascend P7
28443,7036273318758466379,Xiaomi,MI 2S
28444,-1588331863030420596,Huawei,荣耀畅玩4
28445,1904761812929429986,Coolpad,8729
28446,4187429550042669615,Meizu,MX3
28447,6721289422023657517,InFocus,M310
28448,3668860560964390770,OPPO,Find 7
28449,5883000003575220650,Xiaomi,MI 2S
28450,-7506842509848662806,Xiaomi,MI 3
28451,3078198777644757802,Coolpad,8720
28452,5855654582830868099,Huawei,荣耀6
28453,1167198925152599461,Xiaomi,MI 3
28454,-3578599751576981278,vivo,Y17T
28455,874060199979284862,Meizu,MX3
28456,-3726362954339782165,Coolpad,7620l
28457,4694561431235962903,Huawei,C8813Q
28458,655173032261503722,Samsung,Galaxy Mega 5.8
28459,1654499383422832028,HTC,Desire 610t
28460,-4962961268195438970,vivo,Xplay
28461,148466859123193052,Coolpad,8720L
28462,5300752786426757588,OPPO,R1S
28463,8352129127920647304,Samsung,Galaxy Note 3
28464,-3757763818759595740,vivo,Xperia Z3
28465,416343732491004351,Xiaomi,MI 2S
28466,5059295357818147906,Xiaomi,GN706L
28467,-7511569347157866812,Xiaomi,MI 2S
28468,2140982966387684209,Samsung,Galaxy Note 3
28469,8664043194413333224,Xiaomi,红米
28470,-7316530061916430343,Amagatarai,U86
28471,-8387578561359525407,Huawei,G610S
28472,4819696368143024076,Huawei,Ascend P7
28473,-680344295587879122,Samsung,Galaxy Style DUOS
28474,-2651983280424743964,Samsung,Galaxy S2 HD LTE E120S
28475,-1836217903807026765,OPPO,R1S
28476,9013422660274620075,LG,L22
28477,6846497898321677541,vivo,Xperia Z Ultra
28478,-8419009843577582714,Meizu,MX3
28479,4413204668390074285,Samsung,Galaxy S4
28480,2279682323443072352,Coolpad,7296
28481,8523818087677751721,Xiaomi,红米1S
28482,-8404285646088471545,Huawei,荣耀6 Plus
28483,9198466128791468068,Samsung,Galaxy Note 3 Lite
28484,-805351089758329017,Xiaomi,红米note
28485,4106891915295292584,LOGO,M2
28486,-8767983593378281719,vivo,Xperia Z
28487,5837960283743069845,Xiaomi,V188
28488,-7610469185133073471,Meizu,MX2
28489,3041295566773889331,Huawei,荣耀3X畅玩版
28490,9182327648560574578,Samsung,Galaxy Mega 5.8
28491,-8713905728518225204,Coolpad,5891
28492,5126788790510139101,Huawei,Mate 7
28493,-7207167939894462759,OPPO,R833T
28494,-6969961349828285196,Xiaomi,红米note
28495,-8172584624812263377,Huawei,G610S
28496,-33552814232633318,Samsung,Galaxy Note 2
28497,3619088889298994376,Samsung,Galaxy S3
28498,-843413537729220159,Xiaomi,MI 4
28499,-7643291224919581249,Samsung,Galaxy S5
28500,-3834456570335926654,Xiaomi,红米1S
28501,3292411853826159454,Xiaomi,ELIFE S5.5
28502,-7318432964721514146,Huawei,荣耀3X畅玩版
28503,7183587121524618157,Samsung,Galaxy Note 3
28504,3617439629464529558,vivo,Xplay3S
28505,-5720082456096842200,Huawei,荣耀6
28506,-4490621744705519753,Huawei,荣耀3C
28507,-854740973107819269,Samsung,Galaxy S5
28508,6104745466209009052,Xiaomi,MI 2
28509,-5194079877472383752,Xiaomi,红米
28510,-1638840380772158878,OPPO,R827T
28511,-9040063372872227343,vivo,Y13
28512,-7855375190032495714,Samsung,Galaxy Note
28513,8557133352771297696,Xiaomi,V188S
28514,-7804544748290319823,Samsung,Galaxy Mega 5.8
28515,7478423496493189633,Samsung,Galaxy Grand 2
28516,-5777082480441843937,HTC,G11
28517,3991710615202248769,Xiaomi,MI 3
28518,-4606225466434004599,Huawei,荣耀3C
28519,-563677241975340140,Huawei,C8816
28520,2516370541748330453,Huawei,荣耀3X畅玩版
28521,1256793748037351053,Xiaomi,红米note
28522,6107343566594704179,Xiaomi,红米
28523,-5273078545125519047,Xiaomi,MI 2S
28524,9056419377884794405,Xiaomi,MI 2S
28525,613302255228128815,Xiaomi,红米note
28526,-6808193214806624691,Xiaomi,MI 3
28527,6468709592925097554,OPPO,N1 Mini
28528,3095172757934666956,Huawei,荣耀6
28529,1556242412502126416,vivo,Xperia Z5
28530,-3334111347524447498,Meizu,MX2
28531,-6787881463972726792,Samsung,Galaxy Note 3
28532,996264412787787902,Coolpad,大神F1
28533,6064229063595207866,Xiaomi,MI 2
28534,-6401657139140203577,Huawei,Mate 7
28535,3654669644439762948,Hisense,EG978
28536,-2024673161365275606,Xiaomi,MI 2A
28537,2522604048103521898,Xiaomi,MI 3
28538,-3829959914619574667,Lenovo,红牛V5
28539,-3831711684758515157,Xiaomi,红米Note2
28540,6698592959944763137,Meizu,魅蓝Note 2
28541,3811939141698765931,Meizu,MX2
28542,-6073853460118188038,LG,G3
28543,-5945509678428067465,Samsung,A828t
28544,3945939842025263628,Xiaomi,MI 4
28545,-6388987655909119942,Xiaomi,红米1S
28546,-4256299653923151511,Samsung,Galaxy S2
28547,198482757057935660,Huawei,荣耀3C
28548,-8011593472373492125,Xiaomi,MI 2S
28549,3496342043380112633,Huawei,荣耀6
28550,-1651522604401975471,Xiaomi,红米note
28551,-418211816270398243,Samsung,Galaxy S2
28552,-2264828333762876465,Huawei,荣耀3C
28553,-1477318201929899604,vivo,Y11IT
28554,7320326103576080904,OPPO,R827T
28555,8596697502692548542,Xiaomi,MI 2A
28556,-2076219537544556177,Huawei,Y516
28557,1243539516425994084,OPPO,R827T
28558,-7367372324402641271,Coolpad,7295+
28559,7361164850692835723,vivo,Y20T
28560,7983047744372374434,Huawei,G620-L75
28561,-8173569508861817319,OPPO,Find 7
28562,-3949734940334092863,Samsung,Galaxy Note 3
28563,-2151560773181529067,Xiaomi,红米note
28564,-8879535132535644119,OPPO,R819T
28565,-2779675752951972359,Huawei,荣耀3C
28566,-763744828437645738,Meizu,MX3
28567,-6561648369569490008,Xiaomi,红米note
28568,-7489270409848177652,Samsung,Galaxy S5
28569,-7993768280445900016,Samsung,Galaxy S4
28570,7127323849901820692,Lenovo,红牛V5
28571,-602656015383055002,Meizu,MX4
28572,-2035220736537845674,vivo,X3V
28573,4290850815911369399,Huawei,Ascend P8
28574,-5956346218922378640,Samsung,Galaxy S3
28575,7537663806639096471,Xiaomi,MI 3
28576,-5281035409599684570,Samsung,Galaxy S4
28577,5179602448197047652,Samsung,Galaxy S4
28578,-7778222753366407725,Xiaomi,MI 3
28579,6101944109220641005,Xiaomi,MI 2S
28580,-5723942617503720576,Xiaomi,MI 3
28581,4501286834283128572,Huawei,荣耀3C
28582,3514461936788565747,Xiaomi,红米note
28583,1214854175852581376,Huawei,C8817E
28584,-5643668067258959887,Samsung,A788t
28585,-6467903731828542944,vivo,X1
28586,1136755332459745654,Xiaomi,红米
28587,1752160505864356150,OPPO,R831S
28588,-4608429261326682161,Meizu,MX4
28589,-2929761712790823463,vivo,X3T
28590,2529415681017763574,vivo,Xperia Z
28591,270382427362574850,Samsung,Galaxy Mega Plus
28592,-5514822938060745379,Xiaomi,红米note
28593,-6495803000421697929,Huawei,荣耀畅玩4C
28594,2952181000634342240,Xiaomi,MI 3
28595,3276354104009232940,Samsung,Galaxy Note 2
28596,-5818817826125005335,Xiaomi,红米note
28597,472297408192604968,Samsung,Galaxy Note 3
28598,-669250234249538433,Xiaomi,X805
28599,4471273596374563650,Xiaomi,红米note增强版
28600,-4300455624954895891,vivo,Xperia Z
28601,8406230428772197175,Samsung,Galaxy Note 3
28602,976072792801470728,Samsung,S898t
28603,2521375457108438711,Samsung,Galaxy S3
28604,-1519041479404000979,Xiaomi,红米note
28605,5198793266939356617,OPPO,R805
28606,2571793739502679369,Meizu,MX3
28607,-8842054981224369708,Xiaomi,MI 4
28608,-2857180650692890173,Samsung,Galaxy A5
28609,3671173364144538929,Samsung,Galaxy Note 2
28610,6234295487121593678,Samsung,Galaxy Note 3
28611,94405515552827169,Xiaomi,红米
28612,8479940408059196485,Coolpad,大神F1
28613,3999401810310773684,Meizu,MX4
28614,7629074224169383739,Meizu,MX3
28615,-3063303231495816670,Xiaomi,红米note
28616,4563201089789710844,Xiaomi,红米note增强版
28617,-4744460138467121997,Samsung,Galaxy S4
28618,-6748474555327074207,Meizu,MX3
28619,8390273559569229705,vivo,Xperia P
28620,6779522848886445807,Meizu,MX3
28621,-6753088619684829072,Xiaomi,MI 2S
28622,6814877058775772262,hammer,T1
28623,622802624854680238,Xiaomi,ELIFE E6 mini
28624,8529455125075407288,Huawei,荣耀3X畅玩版
28625,-4843485451100448687,Xiaomi,红米note增强版
28626,7885045726201366678,China Mobile,M812C
28627,3777315584375170187,LG,G3
28628,-377934750804140522,Huawei,荣耀6 Plus
28629,4918127076064191573,Samsung,Galaxy S4
28630,-8730865728458138891,Samsung,Galaxy Note 2
28631,6967487969957248373,Samsung,A300t
28632,-3101981898899163596,Samsung,A3000-H
28633,40481506840502385,Xiaomi,红米note增强版
28634,-1028819386619259259,vivo,X5L
28635,-1142136409812684458,Samsung,Galaxy Grand
28636,2032258298961039674,Xiaomi,MI 3
28637,911254620260774004,Samsung,Galaxy Grand 2
28638,-6793941303305191394,Huawei,荣耀畅玩4
28639,1192503036152960805,Xiaomi,MI 3
28640,-4305164310932867777,Huawei,荣耀6
28641,2960779424649282633,Coolpad,大神F2
28642,2757811014940557862,waveguide,Doeasy E700
28643,4681053706637477745,Xiaomi,红米note
28644,-147327990326006691,Xiaomi,红米note增强版
28645,5910636918773921524,Xiaomi,红米
28646,-8073713984729393600,Huawei,Mate 7
28647,5995662809560671989,Samsung,Galaxy Note 2
28648,4620968254307226746,HTC,Desire 816
28649,-2739104642274856945,vivo,X3L
28650,4143280230531976012,Huawei,Mate 7
28651,-3582352548210323638,OPPO,R823T
28652,-6122453086088184628,Samsung,S868t
28653,5961428473300427529,Samsung,Galaxy Trend 3
28654,-1267922126392467729,Xiaomi,MI 4
28655,-13711213596235897,Samsung,Galaxy S4
28656,7099006843991652117,Huawei,麦芒4
28657,-4565986173836294904,Meizu,MX4
28658,-533718372235569043,Samsung,G3818
28659,-2514039704280304987,vivo,X710L
28660,-8709785350305745244,Xiaomi,MI 3
28661,3345447548725150996,Samsung,Galaxy S4
28662,-4772722289599399273,Samsung,乐檬K3
28663,-9138975682544318172,Coolpad,7295
28664,3221908115963126205,Samsung,Galaxy Note 3
28665,-7103681004701962092,Coolpad,7296
28666,-7763042081310774723,Samsung,A355e
28667,5164916912208310803,Samsung,Galaxy Grand 2
28668,-7101821999334274930,Xiaomi,MI 4
28669,-9020085966573599644,Huawei,Ascend P7
28670,1725725909301242751,Xiaomi,红米note增强版
28671,4852856352128241107,Huawei,G610T
28672,-6103428823204679494,Xiaomi,红米1S
28673,-4378854698900430157,Huawei,荣耀6
28674,-6000954451173881763,Huawei,Ascend P7
28675,-7490782386903709952,Xiaomi,MI 2S
28676,-3185897402979403646,Xiaomi,红米1S
28677,1222549071564689423,Hisense,E912S
28678,-3320797672349153299,Xiaomi,红米
28679,3734462031696391359,Meizu,MX2
28680,1849539707857165904,Samsung,Galaxy Note 4
28681,5586913204635707934,Coolpad,5891
28682,-178581217968612186,Huawei,荣耀6
28683,-3991278281713999725,Xiaomi,红米note
28684,-7368277768872179424,OPPO,N1 Mini
28685,-8442500459410602763,One plus,One
28686,6051489391920376397,Xiaomi,红米note增强版
28687,-7640015336635078222,One plus,One
28688,137287116452481343,vivo,X5L
